PLZ4,PLZZ,PLZNAMK
3438,0,Lauperswil
3439,0,Ranflüh
3453,0,Heimisbach
6197,0,Schangnau
3534,0,Signau
3535,0,Schüpbach
3543,0,Emmenmatt
3537,0,Eggiwil
3552,0,Bärau
3555,0,Trubschachen
3556,0,Trub
3557,0,Fankhaus (Trub)
3537,0,Eggiwil
3555,0,Trubschachen
3556,0,Trub
3633,0,Amsoldingen
3638,0,Blumenstein
3614,0,Unterlangenegg
3615,0,Heimenschwand
3618,0,Süderen
3674,0,Bleiken
3616,0,Schwarzenegg
3619,0,Eriz
3619,1,Innereriz
6197,0,Schangnau
3612,0,Steffisburg
3617,0,Fahrni b. Thun
3625,0,Heiligenschwendi
3613,0,Steffisburg
3627,0,Heimberg
3671,0,Brenzikofen
3600,0,Thun
3625,0,Heiligenschwendi
3626,0,Hünibach
3652,0,Hilterfingen
3622,0,Homberg b. Thun
3624,2,Schwendibach
3619,0,Eriz
3619,1,Innereriz
3623,2,Horrenbach
3623,3,Buchen BE
3652,0,Hilterfingen
3653,0,Oberhofen Thun'see
3654,0,Gunten
3616,0,Schwarzenegg
3618,0,Süderen
3638,1,Pohlern
3612,0,Steffisburg
3624,2,Schwendibach
3619,0,Eriz
3623,0,Teuffenthal BE
3654,0,Gunten
3655,0,Sigriswil
3656,0,Tschingel
3656,1,Aeschlen ob Gunten
3656,2,Ringoldswil
3657,0,Schwanden Sigrisw
3658,0,Merligen
3612,0,Steffisburg
3613,0,Steffisburg
3617,0,Fahrni b. Thun
3627,0,Heimberg
3623,0,Teuffenthal BE
3633,0,Amsoldingen
3634,0,Thierachern
3635,0,Uebeschi
3636,0,Längenbühl
3600,0,Thun
3603,0,Thun
3604,0,Thun
3608,0,Thun
3612,0,Steffisburg
3624,0,Goldiwil (Thun)
3626,0,Hünibach
3645,0,Gwatt (Thun)
3635,0,Uebeschi
3661,0,Uetendorf
3614,0,Unterlangenegg
3616,0,Schwarzenegg
3618,0,Süderen
3645,2,Zwieselberg
3636,0,Längenbühl
3636,2,Forst
3663,0,Gurzelen
3665,0,Wattenwil
3413,0,Kaltacker
3416,0,Affoltern BE
3418,0,Rüegsbach
3462,0,Weier im Emmental
3463,0,Häusernmoos
3464,0,Schmidigen-Mühlew
3463,0,Häusernmoos
3464,0,Schmidigen-Mühlew
3465,0,Dürrenroth
4942,0,Walterswil BE
4952,0,Eriswil
4938,2,Rohrbachgraben
4950,0,Huttwil
4952,0,Eriswil
4953,0,Schwarzenbach BE
3414,0,Oberburg
3415,3,Rüegsauschachen
3418,0,Rüegsbach
3419,0,Biembach
3432,0,Lützelflüh-Goldb
3433,0,Schwanden i. E.
3434,0,Obergoldbach
3435,0,Ramsei
3439,0,Ranflüh
3452,0,Grünenmatt
3453,0,Heimisbach
3454,0,Sumiswald
3456,0,Trachselwald
3415,3,Rüegsauschachen
3416,0,Affoltern BE
3417,0,Rüegsau
3418,0,Rüegsbach
3454,0,Sumiswald
3416,0,Affoltern BE
3454,0,Sumiswald
3455,0,Grünen
3457,0,Wasen im Emmental
3462,0,Weier im Emmental
4952,0,Eriswil
4954,0,Wyssachen
3453,0,Heimisbach
3456,0,Trachselwald
3551,0,Oberfrittenbach
3463,0,Häusernmoos
3464,0,Schmidigen-Mühlew
4942,0,Walterswil BE
4943,0,Oeschenbach
3457,0,Wasen im Emmental
4953,0,Schwarzenbach BE
4954,0,Wyssachen
4536,0,Attiswil
3376,2,Berken
3366,0,Bettenhausen
3366,2,Bollodingen
4539,2,Farnern
3376,0,Graben
3372,0,Wanzwil
3373,0,Röthenbach Hbsee
3373,2,Heimenhausen
3360,0,Herzogenbuchsee
3363,0,Oberönz
3375,0,Inkwil
4704,0,Niederbipp
3362,0,Niederönz
4556,0,Aeschi SO
4538,0,Oberbipp
3367,2,Ochlenberg
3476,0,Oschwand
4539,0,Rumisberg
3365,0,Grasswil
3365,2,Seeberg
3474,0,Rüedisbach
3475,0,Riedtwil
3475,1,Hermiswil
3476,0,Oschwand
4943,0,Oeschenbach
3367,0,Thörigen
3476,0,Oschwand
3380,2,Walliswil-Nbipp
3377,0,Walliswil b.Wangen
3380,0,Wangen an der Aare
4536,0,Attiswil
3374,0,Wangenried
3380,0,Wangen an der Aare
4537,0,Wiedlisbach
4704,2,Wolfisberg
6110,0,Wolhusen
6112,0,Doppleschwand
6105,0,Schachen LU
6110,0,Wolhusen
6162,0,Entlebuch
6162,2,Rengg
6162,3,Finsterwald LU
6163,0,Ebnet
6166,0,Hasle LU
6170,0,Schüpfheim
6173,0,Flühli LU
6174,0,Sörenberg
6192,0,Wiggen
6197,0,Schangnau
6162,0,Entlebuch
6162,3,Finsterwald LU
6166,0,Hasle LU
6170,0,Schüpfheim
6110,2,Fontannen
6113,0,Romoos
6166,0,Hasle LU
6167,0,Bramboden
6170,0,Schüpfheim
6170,0,Schüpfheim
6105,0,Schachen LU
6106,0,Werthenstein
6110,0,Wolhusen
3555,0,Trubschachen
6170,0,Schüpfheim
6173,0,Flühli LU
6182,0,Escholzmatt
6192,0,Wiggen
6196,0,Marbach LU
6197,0,Schangnau
6287,0,Aesch LU
6286,0,Altwis
6034,0,Inwil
6274,0,Eschenbach LU
6275,0,Ballwil
6020,0,Emmenbrücke
6032,0,Emmen
6206,0,Neuenkirch
6294,0,Ermensee
6026,0,Rain
6034,0,Inwil
6274,0,Eschenbach LU
6284,0,Gelfingen
6284,2,Sulz LU
6285,0,Hitzkirch
6285,2,Retschwil
6288,0,Schongau
6289,0,Müswangen
6289,2,Hämikon
6295,0,Mosen
6274,0,Eschenbach LU
6275,0,Ballwil
6280,0,Hochdorf
6280,2,Urswil
6283,0,Baldegg
6275,0,Ballwil
6276,0,Hohenrain
6277,0,Kleinwangen
6277,2,Lieli
6280,0,Hochdorf
6283,0,Baldegg
6034,0,Inwil
6038,0,Gisikon
6026,0,Rain
6026,0,Rain
6027,0,Römerswil LU
6028,0,Herlisberg
6280,0,Hochdorf
6280,2,Urswil
6283,0,Baldegg
6023,0,Rothenburg
6026,0,Rain
6206,0,Neuenkirch
6287,0,Aesch LU
6288,0,Schongau
6030,0,Ebikon
6043,0,Adligenswil
6030,0,Ebikon
6033,0,Buchrain
6035,0,Perlen
6036,0,Dierikon
6004,0,Luzern
6006,0,Luzern
6020,0,Emmenbrücke
6030,0,Ebikon
6032,0,Emmen
6038,0,Gisikon
6404,0,Greppen
6038,2,Honau
6005,0,Luzern
6005,2,St. Niklausen LU
6047,0,Kastanienbaum
6048,0,Horw
6052,0,Hergiswil NW
6005,0,Luzern
6010,0,Kriens
6012,0,Obernau
6013,0,Eigenthal
6048,0,Horw
6000,0,Luzern
6003,0,Luzern
6004,0,Luzern
6005,0,Luzern
6006,0,Luzern
6014,0,Luzern
6015,0,Luzern
6016,0,Hellbühl
6020,0,Emmenbrücke
6014,0,Luzern
6016,0,Hellbühl
6019,0,Sigigen
6102,0,Malters
6006,0,Luzern
6045,0,Meggen
6344,0,Meierskappel
6035,0,Perlen
6037,0,Root
6038,0,Gisikon
6039,0,Root D4
6044,0,Udligenswil
6013,0,Eigenthal
6103,0,Schwarzenberg LU
6044,0,Udligenswil
6354,0,Vitznau
6356,0,Rigi Kaltbad
6353,0,Weggis
6354,0,Vitznau
6356,0,Rigi Kaltbad
6025,0,Neudorf
6028,0,Herlisberg
6215,0,Beromünster
6215,2,Schwarzenbach LU
6221,0,Rickenbach LU
6222,0,Gunzwil
6233,0,Büron
6018,0,Buttisholz
6022,0,Grosswangen
6205,0,Eich
6214,0,Schenkon
6232,0,Geuensee
6022,0,Grosswangen
6024,0,Hildisrieden
6212,0,St. Erhard
6213,0,Knutwil
6210,0,Sursee
6212,2,Kaltbach
6216,0,Mauensee
6242,0,Wauwil
6016,0,Hellbühl
6023,0,Rothenburg
6203,0,Sempach Station
6204,0,Sempach
6206,0,Neuenkirch
6207,0,Nottwil
6207,0,Nottwil
6018,0,Buttisholz
6207,0,Nottwil
6208,0,Oberkirch LU
6210,0,Sursee
6216,0,Mauensee
5735,0,Pfeffikon LU
6221,0,Rickenbach LU
6016,0,Hellbühl
6017,0,Ruswil
6018,0,Buttisholz
6019,0,Sigigen
6105,0,Schachen LU
6106,0,Werthenstein
6110,0,Wolhusen
6206,0,Neuenkirch
6207,0,Nottwil
6210,0,Sursee
6214,0,Schenkon
6222,0,Gunzwil
6231,0,Schlierbach
6204,0,Sempach
6210,0,Sursee
6213,0,Knutwil
6234,0,Triengen
6234,1,Kulmerau
6235,0,Winikon
6236,0,Wilihof
6110,0,Wolhusen
6114,0,Steinhuserberg
6122,0,Menznau
6248,0,Alberswil
6147,0,Altbüron
6244,0,Nebikon
6246,0,Altishofen
6263,0,Richenthal
6211,1,Buchs LU
6235,0,Winikon
6246,0,Altishofen
6252,0,Dagmersellen
6253,0,Uffikon
6260,2,Reidermoos
6144,0,Zell LU
6244,0,Nebikon
6245,0,Ebersecken
6247,0,Schötz
6243,0,Egolzwil
6244,0,Nebikon
6217,0,Kottwil
6218,0,Ettiswil
6145,0,Fischbach LU
6152,0,Hüswil
6142,0,Gettnau
6143,0,Ohmstal
6146,0,Grossdietwil
6147,0,Altbüron
6245,0,Ebersecken
6125,0,Menzberg
6130,0,Willisau
6132,0,Rohrmatt
6133,0,Hergiswil LU
6156,0,Luthern
4952,0,Eriswil
6153,0,Ufhusen
6154,0,Hofstatt
6156,0,Luthern
6156,2,Luthern Bad
6110,0,Wolhusen
6110,2,Fontannen
6122,0,Menznau
6123,0,Geiss
6125,0,Menzberg
6130,0,Willisau
6244,0,Nebikon
4915,0,St. Urban
6147,0,Altbüron
6264,0,Pfaffnau
6265,0,Roggliswil
6252,0,Dagmersellen
6260,0,Reiden
6260,2,Reidermoos
6260,3,Hintermoos
6260,4,Mehlsecken
6262,0,Langnau b. Reiden
6263,0,Richenthal
6265,0,Roggliswil
6143,0,Ohmstal
6247,0,Schötz
4952,0,Eriswil
4955,0,Gondiswil
6153,0,Ufhusen
6242,0,Wauwil
4806,0,Wikon
6260,2,Reidermoos
6260,3,Hintermoos
6144,0,Zell LU
6152,0,Hüswil
6153,0,Ufhusen
6122,0,Menznau
6125,0,Menzberg
6126,0,Daiwil
6130,0,Willisau
6132,0,Rohrmatt
6133,0,Hergiswil LU
6144,0,Zell LU
6154,0,Hofstatt
6156,0,Luthern
6248,0,Alberswil
6460,0,Altdorf UR
6490,0,Andermatt
6390,0,Engelberg
6468,0,Attinghausen
6466,0,Bauen
6460,0,Altdorf UR
6463,0,Bürglen UR
6464,0,Spiringen
6469,0,Haldi b.Schattdorf
6472,0,Erstfeld
6454,0,Flüelen
6460,0,Altdorf UR
6487,0,Göschenen
6473,0,Silenen
6474,0,Amsteg
6476,0,Intschi
6482,0,Gurtnellen
6493,0,Hospental
6461,0,Isenthal
6491,0,Realp
6467,0,Schattdorf
6469,0,Haldi b.Schattdorf
6462,0,Seedorf UR
6377,0,Seelisberg
6441,2,Rütli
6473,0,Silenen
6474,0,Amsteg
6475,0,Bristen
6476,0,Intschi
6452,0,Sisikon
6464,0,Spiringen
8751,0,Urnerboden
6465,0,Unterschächen
6482,0,Gurtnellen
6484,0,Wassen UR
6485,0,Meien
8836,0,Bennau
8840,0,Einsiedeln
8840,2,Trachslau
8841,0,Gross
8844,0,Euthal
8846,0,Willerzell
8847,0,Egg SZ
6354,0,Vitznau
6410,5,Rigi Scheidegg
6442,0,Gersau
8832,0,Wollerau
8834,0,Schindellegi
8835,0,Feusisberg
8836,0,Bennau
8847,0,Egg SZ
8640,3,Hurden
8806,0,Bäch SZ
8807,0,Freienbach
8808,0,Pfäffikon SZ
8832,0,Wollerau
8832,2,Wilen b. Wollerau
8806,0,Bäch SZ
8825,0,Hütten
8832,0,Wollerau
8833,0,Samstagern
8834,0,Schindellegi
6402,0,Merlischachen
6403,0,Küssnacht am Rigi
6405,0,Immensee
8846,0,Willerzell
8852,0,Altendorf
8853,0,Lachen SZ
8854,0,Siebnen
8854,2,Galgenen
8858,0,Innerthal
8853,0,Lachen SZ
8864,0,Reichenburg
8717,0,Benken SG
8854,0,Siebnen
8855,0,Wangen SZ
8862,0,Schübelbach
8863,0,Buttikon SZ
8730,0,Uznach
8855,0,Wangen SZ
8856,0,Tuggen
8857,0,Vorderthal
8853,0,Lachen SZ
8854,0,Siebnen
8855,0,Wangen SZ
6430,0,Schwyz
6432,0,Rickenbach SZ
8849,0,Alpthal
6318,0,Walchwil
6356,0,Rigi Kaltbad
6410,0,Goldau
6410,2,Rigi Klösterli
6410,3,Rigi Staffel
6410,4,Rigi Kulm
6414,0,Oberarth
6415,0,Arth
6416,0,Steinerberg
6434,0,Illgau
6423,0,Seewen SZ
6440,0,Brunnen
6424,0,Lauerz
6433,0,Stoos SZ
6440,0,Brunnen
6443,0,Morschach
6452,0,Sisikon
6433,0,Stoos SZ
6436,0,Muotathal
6436,2,Bisisthal
6436,3,Ried (Muotathal)
8750,3,Klöntal
8842,0,Unteriberg
8843,0,Oberiberg
6452,2,Riemenstalden
6418,0,Rothenthurm
6315,3,Morgarten
6417,0,Sattel
6418,0,Rothenthurm
6422,0,Steinen
6417,0,Sattel
6423,0,Seewen SZ
6430,0,Schwyz
6432,0,Rickenbach SZ
6438,0,Ibach
8842,0,Unteriberg
8843,0,Oberiberg
8849,0,Alpthal
6422,0,Steinen
6416,0,Steinerberg
8842,0,Unteriberg
8844,0,Euthal
8845,0,Studen SZ
6053,0,Alpnachstad
6055,0,Alpnach Dorf
6388,0,Grafenort
6390,0,Engelberg
6074,0,Giswil
6064,0,Kerns
6066,0,St. Niklausen OW
6067,0,Melchtal
6068,0,Melchsee-Frutt
6078,0,Lungern
6078,2,Bürglen OW
6067,0,Melchtal
6072,0,Sachseln
6073,0,Flüeli-Ranft
6074,0,Giswil
6056,0,Kägiswil
6060,0,Sarnen
6060,2,Ramersberg
6062,0,Wilen (Sarnen)
6063,0,Stalden (Sarnen)
6375,0,Beckenried
6376,0,Emmetten
6374,0,Buochs
6383,0,Dallenwil
6383,3,Wiesenberg
6383,4,Wirzweli
6386,0,Wolfenschiessen
6376,0,Emmetten
6377,0,Seelisberg
6363,0,Obbürgen
6363,2,Bürgenstock
6373,0,Ennetbürgen
6374,0,Buochs
6362,0,Stansstad
6372,0,Ennetmoos
6010,0,Kriens
6013,0,Eigenthal
6052,0,Hergiswil NW
6370,0,Stans
6370,41,Oberdorf NW
6374,0,Buochs
6382,0,Büren NW
6383,2,Niederrickenbach
6370,0,Stans
6362,0,Stansstad
6363,0,Obbürgen
6363,1,Fürigen
6363,2,Bürgenstock
6365,0,Kehrsiten
6383,0,Dallenwil
6383,2,Niederrickenbach
6386,0,Wolfenschiessen
6387,0,Oberrickenbach
6388,0,Grafenort
6390,0,Engelberg
8752,0,Näfels
8753,0,Mollis
8754,0,Netstal
8757,0,Filzbach
8758,0,Obstalden
8865,0,Bilten
8866,0,Ziegelbrücke
8867,0,Niederurnen
8868,0,Oberurnen
8872,0,Weesen
8874,0,Mühlehorn
8755,0,Ennenda
8756,0,Mitlödi
8762,0,Schwanden GL
8762,2,Schwändi GL
8762,3,Sool
8765,0,Engi
8766,0,Matt
8767,0,Elm
8772,0,Nidfurn
8773,0,Haslen GL
8774,0,Leuggelbach
8775,1,Luchsingen
8775,2,Hätzingen
8777,0,Diesbach GL
8777,2,Betschwanden
8782,0,Rüti GL
8783,0,Linthal
8784,0,Braunwald
8750,0,Glarus
8750,2,Riedern
8750,3,Klöntal
8754,0,Netstal
8755,0,Ennenda
6300,0,Zug
6312,0,Steinhausen
6314,0,Unterägeri
6314,1,Neuägeri
6319,0,Allenwinden
6340,0,Baar
6345,0,Neuheim
6330,0,Cham
6331,0,Hünenberg
6332,0,Hagendorn
5642,0,Mühlau
6331,0,Hünenberg
6332,0,Hagendorn
6333,0,Hünenberg See
6313,0,Menzingen
6313,2,Edlibach
6313,3,Finstersee
6314,0,Unterägeri
6314,1,Neuägeri
6315,0,Oberägeri
6315,2,Alosen
6313,0,Menzingen
6340,0,Baar
6340,4,Sihlbrugg
6345,0,Neuheim
6314,0,Unterägeri
6315,0,Oberägeri
6315,2,Alosen
6315,3,Morgarten
6417,0,Sattel
6418,0,Rothenthurm
8836,0,Bennau
6343,0,Rotkreuz
6343,2,Buonas
6343,3,Risch
6343,4,Holzhäusern ZG
6300,0,Zug
6312,0,Steinhausen
6330,0,Cham
6314,0,Unterägeri
6314,1,Neuägeri
6315,0,Oberägeri
6318,0,Walchwil
6300,0,Zug
6300,5,Zugerberg
6314,0,Unterägeri
6317,0,Oberwil b. Zug
6318,0,Walchwil
6330,0,Cham
1473,2,Châtillon FR
1529,0,Cheiry
1534,2,Chapelle (Broye)
1482,0,Cugy FR
1483,3,Vesin
1532,0,Fétigny
1544,0,Gletterens
1470,2,Lully FR
1470,3,Seiry
1470,4,Bollion
1483,0,Montet (Broye)
1533,0,Ménières
1562,0,Corcelles-Payerne
1774,0,Cousset
1774,2,Montagny-les-Monts
1775,2,Mannens
1775,3,Grandsivaz
1776,0,Montagny-la-Ville
1485,0,Nuvilly
1410,4,Prévondavaux
1566,0,St-Aubin FR
1566,2,Les Friques
1541,3,Sévaz
1525,2,Seigneux
1527,0,Villeneuve FR
1528,0,Surpierre
1528,2,Praratoud
1565,2,Vallon
1483,0,Montet (Broye)
1483,2,Frasses
1484,0,Aumont
1484,2,Granges-de-Vesin
1567,0,Delley
1568,0,Portalban
1563,0,Dompierre FR
1564,0,Domdidier
1580,0,Avenches
1580,2,Oleyres
1773,0,Léchelles
1773,2,Chandon
1773,3,Russy
1776,0,Montagny-la-Ville
1470,0,Estavayer-le-Lac
1470,2,Lully FR
1473,0,Font
1475,0,Autavaux
1475,2,Forel FR
1475,3,Montbrelloz
1486,0,Vuissens
1489,0,Murist
1530,0,Payerne
1541,0,Bussy FR
1541,2,Morens FR
1542,0,Rueyres-les-Prés
1468,0,Cheyres
1474,0,Châbles FR
1673,3,Auboranges
1681,0,Billens
1681,2,Hennens
1608,4,Chapelle (Glâne)
1689,0,Châtelard-p-Romont
1553,0,Châtonnaye
1673,4,Ecublens FR
1686,0,Grangettes-Romont
1692,0,Massonnens
1680,2,Berlens
1684,0,Mézières FR
1674,2,Montet (Glâne)
1680,0,Romont FR
1673,0,Promasens
1673,2,Gillarens
1673,5,Rue
1675,2,Blessens
1676,0,Chavannes-Forts
1677,0,Prez-vers-Siviriez
1678,0,Siviriez
1679,0,Villaraboud
1680,0,Romont FR
1670,0,Ursy
1670,2,Bionnens
1670,3,Esmonts
1674,0,Vuarmarens
1674,3,Morlens
1675,0,Vauderens
1675,2,Blessens
1675,3,Mossel
1690,0,Villaz-St-Pierre
1685,0,Villariaz
1686,2,La Neirigue
1687,0,Vuisternens-Romont
1687,2,La Magne
1687,3,Estévenens
1688,0,Sommentier
1688,2,Lieffrens
1697,0,La Joux FR
1697,2,Les Ecasseys
1690,0,Villaz-St-Pierre
1694,0,Villarsiviriaux
1694,2,Villargiroud
1694,3,Orsonnens
1694,4,Chavannes-Orsonnen
1748,0,Torny-le-Grand
1749,0,Middes
1680,0,Romont FR
1690,2,Lussy FR
1691,0,Villarimboud
1669,0,Albeuve
1669,2,Lessoc
1669,3,Sciernes-d'Albeuve
1669,4,Neirivue
1669,5,Montbovon
1643,0,Gumefens
1644,0,Avry-devant-Pont
1645,0,Le Bry
1652,0,Botterens
1652,2,Villarbeney
1636,0,Broc
1630,0,Bulle
1635,0,La Tour-de-Trême
1653,3,Châtel-Montsalvens
1646,0,Echarlens
1647,0,Corbières
1651,0,Villarvolard
1653,2,Crésuz
1646,0,Echarlens
1666,0,Grandvillard
1635,0,La Tour-de-Trême
1636,0,Broc
1661,0,Pâquier-Montbarry
1663,0,Gruyères
1663,2,Pringy
1663,3,Epagny
1663,4,Moléson-s-Gruyères
1648,0,Hauteville
1656,0,Jaun
1656,1,Im Fang
1716,3,Schwarzsee
1633,0,Marsens
1633,2,Vuippens
1638,0,Morlon
1635,0,La Tour-de-Trême
1661,0,Pâquier-Montbarry
1649,0,Pont-la-Ville
1628,0,Vuadens
1632,0,Riaz
1634,0,La Roche FR
1733,0,Treyvaux
1625,0,Sâles (Gruyère)
1625,2,Maules
1626,0,Romanens
1626,2,Treyfayes
1626,3,Rueyres-Treyfayes
1642,0,Sorens
1627,0,Vaulruz
1628,0,Vuadens
1665,0,Estavannens
1666,2,Villars-sous-Mont
1667,0,Enney
1637,0,Charmey (Gruyère)
1654,0,Cerniat FR
1716,3,Schwarzsee
1725,0,Posieux
1732,0,Arconciel
1742,0,Autigny
1745,0,Lentigny
1754,2,Corjolens
1754,4,Avry-sur-Matran
1782,0,Belfaux
1782,2,Autafond
1744,0,Chénens
1720,0,Corminboeuf
1720,2,Chésopelloz
1753,0,Matran
1747,0,Corserey
1741,0,Cottens FR
1731,0,Ependes FR
1724,3,Ferpicloz
1700,0,Fribourg
1722,0,Bourguillon
1762,0,Givisiez
1763,0,Granges-Paccot
1772,0,Grolley
1723,0,Marly
1753,0,Matran
1740,0,Neyruz FR
1757,0,Noréaz
1723,4,Pierrafortscha
1772,1,Nierlet-les-Bois
1772,2,Ponthaux
1724,0,Le Mouret
1724,2,Essert FR
1724,4,Montévraz
1724,5,Oberried FR
1724,7,Zénauva
1724,8,Bonnefontaine
1746,0,Prez-vers-Noréaz
1724,6,Senèdes
1724,0,Le Mouret
1724,2,Essert FR
1724,6,Senèdes
1733,0,Treyvaux
1752,0,Villars-sur-Glâne
1723,3,Villarsel-Marly
1725,0,Posieux
1730,0,Ecuvillens
1745,0,Lentigny
1756,0,Onnens FR
1756,2,Lovens
1782,3,Lossy
1782,4,La Corbaz
1782,5,Cormagens
1782,6,Formangueires
1695,0,Villarlod
1695,2,Rueyres-St-Laurent
1695,3,Estavayer-Gibloux
1695,4,Villarsel-Gibloux
1696,0,Vuisternens-Ogoz
1726,0,Farvagny
1726,2,Farvagny-le-Petit
1726,3,Grenilles
1726,4,Posat
1727,0,Corpataux
1727,2,Magnedens
1728,0,Rossens FR
1796,0,Courgevaux
3280,0,Murten
1583,0,Villarepos
1783,0,Pensier
1783,4,Barberêche
1784,0,Courtepin
1784,3,Wallenried
1791,0,Courtaman
1785,0,Cressier FR
3284,0,Fräschels
3285,0,Galmiz
3215,0,Gempenach
3280,4,Greng
1792,0,Cordast
1792,2,Guschelmuth
3179,0,Kriechenwil
3205,0,Gümmenen
3206,2,Wallenbuch
3212,0,Gurmels
3212,2,Kleingurmels
3213,0,Liebistorf
3207,0,Wileroltigen
3207,2,Golaten
3210,0,Kerzers
3213,2,Kleinbösingen
3280,0,Murten
3280,2,Meyriez
1721,1,Misery
1721,2,Cormérod
1721,4,Courtion
1721,5,Cournillens
3286,0,Muntelier
1793,0,Jeuss
1794,0,Salvenach
1795,0,Courlevon
3215,2,Büchslen
3215,3,Lurtigen
3280,0,Murten
3285,0,Galmiz
3216,0,Ried b. Kerzers
3216,2,Agriswil
3214,0,Ulmiz
1786,0,Sugiez
1787,0,Môtier (Vully)
1787,1,Mur (Vully) FR
1788,0,Praz (Vully)
1789,0,Lugnorre
1712,0,Tafers
1713,0,St. Antoni
1715,0,Alterswil FR
1717,0,St. Ursen
1719,0,Brünisried
1700,0,Fribourg
3186,0,Düdingen
1735,0,Giffers
3178,0,Bösingen
3184,0,Wünnewil
3185,0,Schmitten FR
1714,0,Heitenried
1716,0,Plaffeien
1716,2,Oberschrot
1716,3,Schwarzsee
1719,0,Brünisried
1719,2,Zumholz
1738,0,Sangernboden
1737,0,Plasselb
1718,0,Rechthalten
1735,0,Giffers
1713,0,St. Antoni
1714,0,Heitenried
1715,0,Alterswil FR
3182,0,Ueberstorf
3185,0,Schmitten FR
1724,8,Bonnefontaine
1734,0,Tentlingen
1736,0,St. Silvester
1715,0,Alterswil FR
1717,0,St. Ursen
1718,0,Rechthalten
1712,0,Tafers
1713,0,St. Antoni
3182,0,Ueberstorf
3185,0,Schmitten FR
1700,0,Fribourg
1712,0,Tafers
1713,0,St. Antoni
1734,0,Tentlingen
3182,0,Ueberstorf
3175,0,Flamatt
3176,0,Neuenegg
3184,0,Wünnewil
3185,0,Schmitten FR
1612,0,Ecoteaux
1616,0,Attalens
1617,2,Tatroz
1808,0,Monts-de-Corsier
1615,0,Bossonnens
1618,0,Châtel-St-Denis
1619,0,Les Paccots
1614,0,Granges (Veveyse)
1617,0,Remaufens
1618,0,Châtel-St-Denis
1609,0,St-Martin FR
1609,2,Besencens
1609,3,Fiaugères
1623,0,Semsales
1624,3,Progens
1627,0,Vaulruz
1699,0,Porsel
1699,2,Pont (Veveyse)
1699,3,Bouloz
1611,0,Le Crêt-p-Semsales
1624,0,La Verrerie
1624,2,Grattavache
1624,3,Progens
4622,0,Egerkingen
4624,0,Härkingen
4703,0,Kestenholz
4623,0,Neuendorf
4626,0,Niederbuchsiten
4625,0,Oberbuchsiten
4718,0,Holderbank SO
4702,0,Oensingen
4710,0,Balsthal
4628,0,Wolfwil
2747,2,Seehof
4714,0,Aedermannsdorf
4717,0,Mümliswil
4719,0,Ramiswil
4710,0,Balsthal
4717,0,Mümliswil
4716,1,Gänsbrunnen
4715,0,Herbetswil
4438,0,Langenbruck
4718,0,Holderbank SO
4712,0,Laupersdorf
4717,0,Mümliswil
4713,0,Matzendorf
4229,0,Beinwil SO
4418,0,Reigoldswil
4717,0,Mümliswil
4719,0,Ramiswil
4716,0,Welschenrohr
4585,0,Biezwil
4571,1,Lüterkofen
4571,2,Ichertswil
4584,2,Lüterswil
4584,3,Gächliwil
3254,0,Messen
3254,2,Balm b. Messen
3307,0,Brunnenthal
4588,2,Oberramsern
3253,0,Schnottwil
4588,0,Unterramsern
4574,0,Nennigkofen
4574,1,Lüsslingen
4576,0,Tscheppach
4577,0,Hessigkofen
4578,0,Bibern SO
4579,0,Gossliwil
4581,0,Küttigkofen
4582,0,Brügglen
4583,0,Mühledorf SO
4583,2,Aetigkofen
4586,0,Kyburg-Buchegg
4587,0,Aetingen
4588,1,Brittern
4112,1,Bättwil
4413,0,Büren SO
4143,0,Dornach
4145,0,Gempen
4146,0,Hochwald
4112,2,Flüh
4114,0,Hofstetten SO
4115,0,Mariastein
4115,0,Mariastein
4116,0,Metzerlen
4412,0,Nuglar
4421,0,St. Pantaleon
4118,0,Rodersdorf
4206,0,Seewen SO
4108,0,Witterswil
4112,1,Bättwil
4633,0,Hauenstein
4468,0,Kienberg
4634,0,Wisen SO
4654,0,Lostorf
5013,0,Niedergösgen
4653,0,Obergösgen
4655,2,Rohr b. Olten
4655,0,Stüsslingen
4655,2,Rohr b. Olten
4600,0,Olten
4632,0,Trimbach
4634,0,Wisen SO
4652,0,Winznau
4654,0,Lostorf
4634,0,Wisen SO
5015,0,Erlinsbach SO
5017,0,Barmelweid
4556,0,Aeschi SO
4556,3,Burgäschi
4556,4,Steinhof SO
4500,0,Solothurn
4528,0,Zuchwil
4562,0,Biberist
4574,1,Lüsslingen
4556,2,Bolken
4542,0,Luterbach
4543,0,Deitingen
4552,0,Derendingen
4554,0,Etziken
4563,0,Gerlafingen
4566,2,Halten
4557,0,Horriwil
4554,2,Hüniken
4563,0,Gerlafingen
4566,0,Kriegstetten
4573,0,Lohn-Ammannsegg
4542,0,Luterbach
4552,0,Derendingen
4563,0,Gerlafingen
4564,0,Obergerlafingen
4566,3,Oekingen
4565,0,Recherswil
4553,0,Subingen
4528,0,Zuchwil
4558,0,Hersiwil
4558,2,Heinrichswil
4558,3,Winistorf
4524,2,Balmberg
4524,3,Oberbalmberg
4525,0,Balm b. Günsberg
4500,0,Solothurn
4512,0,Bellach
2544,0,Bettlach
4532,0,Feldbrunnen
4534,0,Flumenthal
4543,0,Deitingen
2540,0,Grenchen
4524,0,Günsberg
4535,0,Hubersdorf
4535,2,Kammersrohr
