PLZ4,PLZZ,PLZNAMK
4500,0,Solothurn
4513,0,Langendorf
4512,0,Bellach
4514,0,Lommiswil
4515,0,Oberdorf SO
4515,1,Weissenstein
4522,0,Rüttenen
4523,0,Niederwil SO
4533,0,Riedholz
4500,0,Solothurn
4522,0,Rüttenen
4532,0,Feldbrunnen
2545,0,Selzach
4574,0,Nennigkofen
4618,0,Boningen
4658,0,Däniken SO
4657,0,Dulliken
5746,0,Walterswil SO
5012,3,Wöschnau
5012,4,Eppenberg
4629,0,Fulenbach
4658,0,Däniken SO
5014,0,Gretzenbach
4614,0,Hägendorf
4616,0,Kappel SO
4617,0,Gunzgen
4438,0,Langenbruck
4614,0,Hägendorf
4615,0,Allerheiligenberg
4616,0,Kappel SO
4618,0,Boningen
4600,0,Olten
4613,0,Rickenbach SO
5012,0,Schönenwerd
4600,0,Olten
4656,0,Starrkirch-Wil
4657,0,Dulliken
5746,0,Walterswil SO
4612,0,Wangen b. Olten
4632,0,Trimbach
4500,0,Solothurn
4252,0,Bärschwil
4253,0,Liesberg
2827,2,Schelten
4229,0,Beinwil SO
4226,0,Breitenbach
4227,0,Büsserach
4228,0,Erschwil
4232,0,Fehren
4247,0,Grindel
4204,0,Himmelried
2814,0,Roggenburg
4245,0,Kleinlützel
4233,0,Meltingen
4208,0,Nunningen
4234,0,Zullwil
4001,0,Basel
4051,0,Basel
4052,0,Basel
4053,0,Basel
4054,0,Basel
4055,0,Basel
4056,0,Basel
4057,0,Basel
4058,0,Basel
4059,0,Basel
4126,0,Bettingen
4058,0,Basel
4125,0,Riehen
4147,0,Aesch BL
4153,0,Reinach BL
4202,0,Duggingen
4123,0,Allschwil
4144,0,Arlesheim
4105,0,Biel-Benken BL
4053,0,Basel
4101,0,Bruderholz
4102,0,Binningen
4127,0,Birsfelden
4101,0,Bruderholz
4102,0,Binningen
4103,0,Bottmingen
4107,0,Ettingen
4052,0,Basel
4142,0,Münchenstein
4153,0,Reinach BL
4127,0,Birsfelden
4132,0,Muttenz
4133,0,Pratteln
4142,0,Münchenstein
4104,0,Oberwil BL
4147,0,Aesch BL
4148,0,Pfeffingen
4202,0,Duggingen
4144,0,Arlesheim
4153,0,Reinach BL
4124,0,Schönenbuch
4106,0,Therwil
4153,0,Reinach BL
4223,0,Blauen
4225,0,Brislach
4242,0,Laufen
4117,0,Burg im Leimental
4243,0,Dittingen
4202,0,Duggingen
4203,0,Grellingen
4242,0,Laufen
4246,0,Wahlen b. Laufen
4252,0,Bärschwil
4253,0,Liesberg
4254,0,Liesberg Dorf
4224,0,Nenzlingen
2814,0,Roggenburg
4245,0,Kleinlützel
4244,0,Röschenz
4246,0,Wahlen b. Laufen
4222,0,Zwingen
4242,0,Laufen
4305,0,Olsberg
4422,0,Arisdorf
4133,0,Pratteln
4302,0,Augst BL
4303,0,Kaiseraugst
4410,0,Liestal
4416,0,Bubendorf
4133,0,Pratteln
4402,0,Frenkendorf
4414,0,Füllinsdorf
4303,0,Kaiseraugst
4304,0,Giebenach
4423,0,Hersberg
4415,0,Lausen
4452,0,Itingen
4410,0,Liestal
4415,0,Lausen
4422,0,Arisdorf
4419,0,Lupsingen
4133,0,Pratteln
4302,0,Augst BL
4402,0,Frenkendorf
4433,0,Ramlinsburg
4411,0,Seltisberg
4412,0,Nuglar
4417,0,Ziefen
4469,0,Anwil
4450,0,Sissach
4461,0,Böckten
4444,0,Rümlingen
4445,0,Häfelfingen
4446,0,Buckten
4447,0,Känerkinden
4462,0,Rickenbach BL
4463,0,Buus
4442,0,Diepflingen
4444,0,Rümlingen
4460,0,Gelterkinden
4445,0,Häfelfingen
4448,0,Läufelfingen
4465,0,Hemmiken
4466,0,Ormalingen
4450,0,Sissach
4452,0,Itingen
4447,0,Känerkinden
4493,0,Wenslingen
4496,0,Kilchberg BL
4446,0,Buckten
4448,0,Läufelfingen
4458,0,Eptingen
4634,0,Wisen SO
4451,0,Wintersingen
4464,0,Maisprach
4453,0,Nusshof
4493,0,Wenslingen
4494,0,Oltingen
4460,0,Gelterkinden
4465,0,Hemmiken
4466,0,Ormalingen
4462,0,Rickenbach BL
4467,0,Rothenfluh
4444,0,Rümlingen
4497,0,Rünenberg
4450,0,Sissach
4492,0,Tecknau
4443,0,Wittinsburg
4456,0,Tenniken
4441,0,Thürnen
4450,0,Sissach
4492,0,Tecknau
4493,0,Wenslingen
4495,0,Zeglingen
4451,0,Wintersingen
4442,0,Diepflingen
4443,0,Wittinsburg
4444,0,Rümlingen
4495,0,Zeglingen
4455,0,Zunzgen
4424,0,Arboldswil
4425,0,Titterten
4431,0,Bennwil
4434,0,Hölstein
4457,0,Diegten
4207,0,Bretzwil
4447,0,Känerkinden
4448,0,Läufelfingen
4456,0,Tenniken
4457,0,Diegten
4458,0,Eptingen
4434,0,Hölstein
4457,0,Diegten
4432,0,Lampenberg
4438,0,Langenbruck
4229,0,Beinwil SO
4418,0,Reigoldswil
4426,0,Lauwil
4719,0,Ramiswil
4436,2,Liedertswil
4424,0,Arboldswil
4431,0,Bennwil
4435,0,Niederdorf
4436,0,Oberdorf BL
4435,0,Niederdorf
4436,0,Oberdorf BL
4436,2,Liedertswil
4437,0,Waldenburg
4418,0,Reigoldswil
4425,0,Titterten
4418,0,Reigoldswil
4437,0,Waldenburg
4438,0,Langenbruck
8214,0,Gächlingen
8225,0,Siblingen
8226,0,Schleitheim
8224,0,Löhningen
8213,0,Neunkirch
8217,0,Wilchingen
8223,0,Guntmadingen
8224,0,Löhningen
8236,0,Büttenhardt
8239,0,Dörflingen
8235,0,Lohn SH
8234,0,Stetten SH
8236,2,Opfertshofen SH
8240,0,Thayngen
8241,0,Barzheim
8242,0,Bibern SH
8242,1,Hofen SH
8243,0,Altdorf SH
8233,0,Bargen SH
8222,0,Beringen
8223,0,Guntmadingen
8454,0,Buchberg
8232,0,Merishausen
8200,0,Schaffhausen
8212,0,Neuhausen
8455,0,Rüdlingen
8200,0,Schaffhausen
8203,0,Schaffhausen
8207,0,Schaffhausen
8208,0,Schaffhausen
8212,0,Neuhausen
8222,0,Beringen
8231,0,Hemmental
8226,0,Schleitheim
8228,0,Beggingen
8226,0,Schleitheim
8225,0,Siblingen
8263,0,Buch SH
8261,0,Hemishofen
8262,0,Ramsen
8260,0,Stein am Rhein
8215,0,Hallau
8216,0,Oberhallau
8217,0,Wilchingen
8219,0,Trasadingen
8217,0,Wilchingen
8218,0,Osterfingen
9100,0,Herisau
9112,0,Schachen b.Herisau
9063,0,Stein AR
9064,0,Hundwil
9107,0,Urnäsch
9105,0,Schönengrund
9107,0,Urnäsch
9100,0,Herisau
9103,0,Schwellbrunn
9104,0,Waldstatt
9105,0,Schönengrund
9113,0,Degersheim
9014,0,St. Gallen
9063,0,Stein AR
9103,0,Schwellbrunn
9104,0,Waldstatt
9107,0,Urnäsch
9100,0,Herisau
9103,0,Schwellbrunn
9104,0,Waldstatt
9043,0,Trogen
9055,0,Bühler
9043,0,Trogen
9055,0,Bühler
9056,0,Gais
9450,0,Altstätten SG
9037,0,Speicherschwendi
9042,0,Speicher
9012,0,St. Gallen
9042,0,Speicher
9052,0,Niederteufen
9053,0,Teufen AR
9055,0,Bühler
9062,0,Lustmühle
9043,0,Trogen
9035,0,Grub AR
9038,0,Rehetobel
9036,0,Grub SG
9038,0,Rehetobel
9405,0,Wienacht-Tobel
9410,0,Heiden
9413,0,Oberegg
9427,0,Wolfhalden
9405,0,Wienacht-Tobel
9426,0,Lutzenberg
9427,0,Wolfhalden
9034,0,Eggersriet
9037,0,Speicherschwendi
9038,0,Rehetobel
9411,0,Reute AR
9411,1,Schachen b. Reute
9437,0,Marbach SG
9043,0,Trogen
9044,0,Wald AR
9427,0,Wolfhalden
9428,0,Walzenhausen
9410,0,Heiden
9425,0,Thal
9427,0,Wolfhalden
9428,0,Walzenhausen
9050,0,Appenzell
9050,5,Appenzell Meister.
9050,7,Appenzell Schlatt
9056,0,Gais
9050,0,Appenzell
9108,0,Gonten
9108,2,Gontenbad
9108,3,Jakobsbad
9050,0,Appenzell
9050,2,Appenzell Eggerst.
9050,5,Appenzell Meister.
9050,6,Appenzell Steinegg
9057,0,Weissbad
9058,0,Brülisau
9467,0,Frümsen
9050,0,Appenzell
9050,3,Appenzell Enggenh.
9050,7,Appenzell Schlatt
9052,0,Niederteufen
9053,0,Teufen AR
9054,0,Haslen AI
9055,0,Bühler
9056,0,Gais
9050,0,Appenzell
9050,6,Appenzell Steinegg
9057,0,Weissbad
9057,2,Schwende
9057,3,Wasserauen
9058,0,Brülisau
9107,0,Urnäsch
9108,0,Gonten
9413,0,Oberegg
9427,0,Wolfhalden
9428,0,Walzenhausen
9442,0,Berneck
9442,2,Büriswilen
9450,2,Lüchingen
9308,0,Lömmenschwil
9312,0,Häggenschwil
9315,2,Winden
8580,5,Hagenwil
9220,0,Bischofszell
9308,0,Lömmenschwil
9313,0,Muolen
9000,0,St. Gallen
9008,0,St. Gallen
9010,0,St. Gallen
9011,0,St. Gallen
9012,0,St. Gallen
9014,0,St. Gallen
9015,0,St. Gallen
9016,0,St. Gallen
9030,0,Abtwil SG
9037,0,Speicherschwendi
9042,0,Speicher
9300,0,Wittenbach
9008,0,St. Gallen
9300,0,Wittenbach
9308,0,Lömmenschwil
9300,0,Wittenbach
9305,0,Berg SG
9306,0,Freidorf TG
9034,0,Eggersriet
9035,0,Grub AR
9036,0,Grub SG
9037,0,Speicherschwendi
9405,0,Wienacht-Tobel
9400,0,Rorschach
9402,0,Mörschwil
9403,0,Goldach
9327,0,Tübach
9402,0,Mörschwil
9400,0,Rorschach
9404,0,Rorschacherberg
9405,0,Wienacht-Tobel
9422,0,Staad SG
9305,0,Berg SG
9323,0,Steinach
9326,0,Horn
9327,0,Tübach
9033,0,Untereggen
9402,0,Mörschwil
9404,0,Rorschacherberg
9434,0,Au SG
9435,0,Heerbrugg
9435,0,Heerbrugg
9436,0,Balgach
9445,0,Rebstein
9411,0,Reute AR
9434,0,Au SG
9435,0,Heerbrugg
9442,0,Berneck
9436,0,Balgach
9443,0,Widnau
9444,0,Diepoldsau
9424,0,Rheineck
9425,0,Thal
9426,0,Lutzenberg
9424,0,Rheineck
9428,0,Walzenhausen
9430,0,St. Margrethen SG
9404,0,Rorschacherberg
9422,0,Staad SG
9423,0,Altenrhein
9425,0,Thal
9427,0,Wolfhalden
9435,0,Heerbrugg
9443,0,Widnau
9058,0,Brülisau
9450,0,Altstätten SG
9450,2,Lüchingen
9452,0,Hinterforst
9453,0,Eichberg
9463,0,Oberriet SG
9464,0,Rüthi (Rheintal)
9464,2,Lienz
9452,0,Hinterforst
9453,0,Eichberg
9437,0,Marbach SG
9436,0,Balgach
9451,0,Kriessern
9462,0,Montlingen
9463,0,Oberriet SG
9437,0,Marbach SG
9445,0,Rebstein
9463,0,Oberriet SG
9464,0,Rüthi (Rheintal)
9469,0,Haag (Rheintal)
9470,0,Buchs SG
9469,0,Haag (Rheintal)
9473,0,Gams
9658,0,Wildhaus
9469,0,Haag (Rheintal)
9470,0,Buchs SG
9470,5,Werdenberg
9472,0,Grabs
9472,2,Grabserberg
9658,0,Wildhaus
9465,0,Salez
9466,0,Sennwald
9467,0,Frümsen
9468,0,Sax
9469,0,Haag (Rheintal)
9473,0,Gams
9470,0,Buchs SG
9475,0,Sevelen
9476,0,Weite
9476,0,Weite
9476,2,Fontnas
9477,0,Trübbach
9478,0,Azmoos
9479,0,Oberschan
9479,1,Malans SG
9479,2,Gretschins
7310,0,Bad Ragaz
7317,0,Valens
8888,0,Heiligkreuz (Mels)
8890,0,Flums
8892,0,Berschis
8893,0,Flums Hochwiese
8894,0,Flumserberg Saxli
8895,0,Flumserberg Portel
8896,0,Flumserberg Bergh
8897,0,Flumserberg Theim
8898,0,Flumserberg Tboden
7325,0,Schwendi
7326,0,Weisstannen
8886,0,Mädris-Vermol
8887,0,Mels
8888,0,Heiligkreuz (Mels)
8889,0,Plons
7312,0,Pfäfers
7313,0,St. Margrethenberg
7314,0,Vadura
7315,0,Vättis
7317,0,Valens
7317,3,Vasön
8877,0,Murg
8878,0,Quinten
8882,0,Unterterzen
8883,0,Quarten
8884,0,Oberterzen
8885,0,Mols
8896,0,Flumserberg Bergh
8898,0,Flumserberg Tboden
7320,0,Sargans
8888,0,Heiligkreuz (Mels)
7323,0,Wangs
7324,0,Vilters
8880,0,Walenstadt
8881,1,Walenstadtberg
8881,6,Tscherlach
8890,0,Flums
8892,0,Berschis
8893,0,Flums Hochwiese
8896,0,Flumserberg Bergh
8872,0,Weesen
8873,0,Amden
8717,0,Benken SG
8722,0,Kaltbrunn
8723,2,Maseltrangen
8737,0,Gommiswald
8738,0,Uetliburg SG
8739,0,Rieden SG
8718,0,Schänis
8722,0,Kaltbrunn
8723,0,Rufi
8723,2,Maseltrangen
8866,0,Ziegelbrücke
8872,0,Weesen
8716,0,Schmerikon
8730,0,Uznach
8730,0,Uznach
8630,0,Rüti ZH
8633,0,Wolfhausen
8640,0,Rapperswil SG
8645,0,Jona
8646,0,Wagen
8714,0,Feldbach
8715,0,Bollingen
8734,0,Ermenswil
8725,0,Ernetschwil
8725,2,Gebertingen
8726,0,Ricken SG
8730,0,Uznach
8737,0,Gommiswald
8738,0,Uetliburg SG
8739,0,Rieden SG
8636,0,Wald ZH
8637,0,Laupen ZH
8638,0,Goldingen
8725,2,Gebertingen
8727,0,Walde SG
8732,0,Neuhaus SG
8733,0,Eschenbach SG
8734,0,Ermenswil
8735,0,St. Gallenkappel
8735,2,Rüeterswil
9633,0,Hemberg
9642,0,Ebnat-Kappel
9643,0,Krummenau
9107,0,Urnäsch
9656,0,Alt St. Johann
9657,0,Unterwasser
9658,0,Wildhaus
9107,0,Urnäsch
9633,0,Hemberg
9643,0,Krummenau
9650,0,Nesslau
9651,0,Ennetbühl
9652,0,Neu St. Johann
9655,0,Stein SG
9107,0,Urnäsch
9127,0,St. Peterzell
9633,0,Hemberg
9633,2,Bächli (Hemberg)
9620,0,Lichtensteig
9122,0,Mogelsberg
9125,0,Brunnadern
9126,0,Necker
9620,0,Lichtensteig
9621,0,Oberhelfenschwil
9103,0,Schwellbrunn
9105,0,Schönengrund
9113,0,Degersheim
9114,0,Hoffeld
9115,0,Dicken
9116,0,Wolfertswil
9122,0,Mogelsberg
9122,2,Ebersol
9123,0,Nassen
9125,0,Brunnadern
9126,0,Necker
9127,0,St. Peterzell
9620,0,Lichtensteig
9630,0,Wattwil
8726,0,Ricken SG
9615,0,Dietfurt
9620,0,Lichtensteig
9622,0,Krinau
9630,0,Wattwil
9631,0,Ulisbach
9633,0,Hemberg
9642,0,Ebnat-Kappel
8376,0,Fischingen
9500,0,Wil SG
9532,0,Rickenbach b. Wil
9533,0,Kirchberg SG
9533,1,Dietschwil
9534,0,Gähwil
9601,0,Lütisburg Station
9602,0,Bazenheid
9602,2,Müselbach
9613,0,Mühlrüti
9123,0,Nassen
9243,0,Jonschwil
9601,0,Lütisburg Station
9602,0,Bazenheid
9604,0,Lütisburg
9604,1,Oberrindal
9604,2,Unterrindal
9608,0,Ganterschwil
8376,2,Au TG
8496,0,Steg im Tösstal
9601,0,Lütisburg Station
9607,0,Mosnang
9612,0,Dreien
9613,0,Mühlrüti
9614,0,Libingen
9615,0,Dietfurt
9601,0,Lütisburg Station
9606,0,Bütschwil
9608,0,Ganterschwil
9614,0,Libingen
9615,0,Dietfurt
9620,0,Lichtensteig
9621,0,Oberhelfenschwil
9113,0,Degersheim
9116,0,Wolfertswil
9230,0,Flawil
9113,0,Degersheim
9200,0,Gossau SG
9230,0,Flawil
9231,0,Egg (Flawil)
9242,0,Oberuzwil
9243,0,Jonschwil
9532,0,Rickenbach b. Wil
9536,0,Schwarzenbach SG
9604,1,Oberrindal
9230,0,Flawil
9240,0,Uzwil
9240,2,Niederglatt SG
9242,0,Oberuzwil
9244,0,Niederuzwil
9248,0,Bichwil
9604,1,Oberrindal
9240,0,Uzwil
9242,0,Oberuzwil
9244,0,Niederuzwil
9247,0,Henau
9249,0,Algetshausen
9249,1,Niederstetten
9249,2,Oberstetten
9200,0,Gossau SG
9203,0,Niederwil SG
9246,0,Niederbüren
9223,0,Schweizersholz
9245,0,Oberbüren
9245,2,Sonnental
9524,0,Zuzwil SG
9525,0,Lenggenwil
9526,0,Zuckenriet
9527,0,Niederhelfenschwil
9203,0,Niederwil SG
9230,0,Flawil
9240,2,Niederglatt SG
9245,0,Oberbüren
9245,2,Sonnental
9500,0,Wil SG
9515,0,Hosenruck
9523,0,Züberwangen
9524,0,Zuzwil SG
9500,0,Wil SG
9512,0,Rossrüti
9514,0,Wuppenau
9524,0,Zuzwil SG
9536,0,Schwarzenbach SG
9543,0,St. Margarethen TG
9552,0,Bronschhofen
9204,0,Andwil SG
9212,0,Arnegg
9030,0,Abtwil SG
9030,3,St. Josefen
9032,0,Engelburg
9015,0,St. Gallen
9100,0,Herisau
9200,0,Gossau SG
9204,0,Andwil SG
9212,0,Arnegg
9032,0,Engelburg
9204,0,Andwil SG
9205,0,Waldkirch
9213,0,Hauptwil
9246,0,Niederbüren
9300,0,Wittenbach
9304,0,Bernhardzell
7431,1,Mutten
7431,2,Obermutten
7076,0,Parpan
7077,0,Valbella
7078,0,Lenzerheide/Lai
7082,0,Vaz/Obervaz
7450,0,Tiefencastel
7083,0,Lantsch/Lenz
7493,0,Schmitten (Albula)
7482,0,Bergün/Bravuogn
7482,1,Preda
7482,2,Stugl/Stuls
7484,0,Latsch
7477,0,Filisur
7494,0,Davos Wiesen
7084,0,Brienz/Brinzauls
7450,0,Tiefencastel
7451,0,Alvaschein
7458,0,Mon
7459,0,Stierva
7472,0,Surava
7473,0,Alvaneu Bad
7492,0,Alvaneu Dorf
7452,0,Cunter
7453,0,Tinizong
7454,0,Rona
7455,0,Mulegns
7456,0,Sur
7456,2,Marmorera
7457,0,Bivio
7460,0,Savognin
7462,0,Salouf
7463,0,Riom
7464,0,Parsonz
7743,0,Brusio
7743,2,Miralago
7744,0,Campocologno
7747,0,Viano
7748,0,Campascio
7710,0,Ospizio Bernina
7710,2,Alp Grüm
7741,0,S. Carlo GR
7742,0,Poschiavo
7742,2,Sfazù
7742,3,La Rösa
7743,2,Miralago
7745,0,Li Curt
7746,0,Le Prese
7153,0,Falera
7031,0,Laax GR
7032,0,Laax GR 2
7152,0,Sagogn
7151,0,Schluein
7116,2,St. Martin
7132,0,Vals
7159,0,Andiast
7158,0,Waltensburg/Vuorz
7110,0,Peiden
7113,0,Camuns
7114,0,Uors (Lumnezia)
7115,0,Surcasti
7116,0,Tersnaus
7142,0,Cumbel
7143,0,Morissen
7144,0,Vella
7145,0,Degen
7146,0,Vattiz
7147,0,Vignogn
7148,0,Lumbrein
7149,0,Vrin
7111,0,Pitasch
7112,0,Duvin
7126,0,Castrisch
7127,0,Sevgein
7128,0,Riein
7130,0,Ilanz
7130,2,Schnaus
7141,0,Luven
7144,0,Vella
7154,0,Ruschein
7155,0,Ladir
7156,0,Rueun
7156,1,Pigniu
7157,0,Siat
7413,0,Fürstenaubruck
7414,0,Fürstenau
7405,0,Rothenbrunnen
7412,0,Scharans
7411,0,Sils im Domleschg
7405,0,Rothenbrunnen
7408,0,Cazis
7408,1,Realta
7415,0,Rodels
7421,0,Summaprada
7422,0,Tartar
7423,0,Sarn
7423,2,Portein
7424,0,Präz
7424,1,Dalin
7426,0,Flerden
7421,0,Summaprada
7425,0,Masein
7430,0,Thusis
7428,0,Tschappina
7428,2,Glaspass
7427,0,Urmein
7104,0,Versam
7104,3,Arezen
7106,0,Tenna
7107,0,Safien Platz
7109,0,Thalkirch
7122,0,Valendas
7122,2,Carrera
7402,0,Bonaduz
7404,0,Feldis/Veulden
7407,0,Trans
7415,0,Rodels
7415,2,Pratval
7416,0,Almens
7417,0,Paspels
7418,0,Tumegl/Tomils
7419,0,Scheid
7446,0,Campsut-Cröt
7447,0,Cresta (Avers)
7447,1,Am Bach (Avers)
7448,0,Juf
7438,0,Hinterrhein
7437,0,Nufenen
7435,0,Splügen
7436,0,Medels
7434,0,Sufers
7440,0,Andeer
7442,0,Clugin
7443,0,Pignia
7433,0,Donat
7433,5,Wergenstein
7433,0,Donat
7433,2,Farden
7433,3,Lohn GR
7433,4,Mathon
7430,2,Rongellen
7432,0,Zillis
7444,0,Ausserferrera
7445,0,Innerferrera
7402,0,Bonaduz
7012,0,Felsberg
7013,0,Domat/Ems
7015,0,Tamins
7403,0,Rhäzüns
7012,0,Felsberg
7017,0,Flims Dorf
7018,0,Flims Waldhaus
7019,0,Fidaz
7015,0,Tamins
7315,0,Vättis
7014,0,Trin
7016,0,Trin Mulin
7527,0,Brail
7530,0,Zernez
7542,0,Susch
7543,0,Lavin
7562,0,Samnaun-Compatsch
7563,0,Samnaun Dorf
1347,0,Le Sentier
3513,0,Bigenthal
7545,0,Guarda
7546,0,Ardez
7550,0,Scuol
7551,0,Ftan
7552,0,Vulpera
7553,0,Tarasp
7554,0,Sent
7554,2,Crusch
7556,0,Ramosch
7557,0,Vnà
7558,0,Strada
7559,0,Tschlin
7560,0,Martina
7502,0,Bever
7500,0,St. Moritz
7504,0,Pontresina
7505,0,Celerina
7523,0,Madulain
7504,0,Pontresina
7522,0,La Punt-Chamues-ch
7503,0,Samedan
7504,0,Pontresina
7500,0,St. Moritz
7512,0,Champfèr
7525,0,S-chanf
7526,0,Cinuos-chel
7514,0,Sils/Segl Maria
7514,2,Fex
7515,0,Sils/Segl Baselgia
7517,0,Plaun da Lej
7512,0,Champfèr
7513,0,Silvaplana
7513,2,Silvaplana-Surlej
7524,0,Zuoz
7516,0,Maloja
7602,0,Casaccia
7603,0,Vicosoprano
7604,0,Borgonovo
7605,0,Stampa
7606,0,Promontogno
7606,1,Bondo
7608,0,Castasegna
7610,0,Soglio
6542,0,Buseno
6537,0,Grono
6540,0,Castaneda
6546,0,Cauco
6547,0,Augio
6548,0,Rossa
6541,0,Sta. Maria
6558,0,Lostallo
6563,0,Mesocco
6565,0,S. Bernardino
6562,0,Soazza
6557,0,Cama
6537,0,Grono
6538,0,Verdabbio
6556,0,Leggia
6557,0,Cama
6535,0,Roveredo GR
6549,0,Laura
6534,0,S. Vittore
6543,0,Arvigo
6544,0,Braggio
6545,0,Selma
6546,0,Cauco
7532,0,Tschierv
7533,0,Fuldera
7534,0,Lü
7535,0,Valchava
7536,0,Sta. Maria V. M.
7537,0,Müstair
7260,0,Davos Dorf
7265,0,Davos Wolfgang
7270,0,Davos Platz
7272,0,Davos Clavadel
7276,0,Davos Frauenkirch
7277,0,Davos Glaris
7278,0,Davos Monstein
7494,0,Davos Wiesen
7235,0,Fideris
7232,0,Furna
7231,0,Pragg-Jenaz
7233,0,Jenaz
7247,0,Saas im Prättigau
7249,0,Serneus
7250,0,Klosters
7252,0,Klosters Dorf
7265,0,Davos Wolfgang
7241,0,Conters
7249,0,Serneus
7240,0,Küblis
7222,0,Lunden
7223,0,Buchen
7224,0,Putz
7226,0,Stels
7240,0,Küblis
7242,0,Luzein
7243,0,Pany
7244,0,Gadenstätt
7245,0,Ascharina
7246,0,St. Antönien
7000,0,Chur
7062,0,Passugg
7000,0,Chur
7062,0,Passugg
7074,0,Malix
7075,0,Churwalden
7076,0,Parpan
7027,0,Castiel
7027,1,Lüen
7027,3,Calfreisen
7028,0,St. Peter
7028,1,Pagig
7029,0,Peist
7050,0,Arosa
7056,0,Molinis
7057,0,Langwies
7058,0,Litzirüti
7260,0,Davos Dorf
7026,0,Maladers
7063,0,Praden
7064,0,Tschiertschen
7023,0,Haldenstein
7000,0,Chur
7202,0,Says
7203,0,Trimmis
7204,0,Untervaz
7205,0,Zizers
7304,0,Maienfeld
7306,0,Fläsch
7307,0,Jenins
7302,0,Landquart
7304,0,Maienfeld
7208,0,Malans GR
7204,0,Untervaz
7206,0,Igis
7302,0,Landquart
7303,0,Mastrils
7313,0,St. Margrethenberg
7213,0,Valzeina
7214,0,Grüsch
7215,0,Fanas
7220,0,Schiers
7222,0,Lunden
7226,0,Stels
7226,2,Fajauna
7228,0,Schuders
7228,1,Pusserein
7212,0,Seewis Dorf
7212,1,Seewis-Pardisla
7212,2,Seewis-Schmitten
7215,0,Fanas
7134,0,Obersaxen
7162,0,Tavanasa
7163,0,Danis
7164,0,Dardin
7165,0,Breil/Brigels
7180,0,Disentis/Mustér
7182,0,Cavardiras
7183,0,Mumpé Medel
7186,0,Segnas
7184,0,Curaglia
7185,0,Platta
7172,0,Rabius
7173,0,Surrein
7174,0,S. Benedetg
7175,0,Sumvitg
7176,0,Cumpadials
7187,0,Camischolas
7188,0,Sedrun
7189,0,Rueras
7166,0,Trun
7167,0,Zignau
7168,0,Schlans
7172,0,Rabius
7134,0,Obersaxen
7137,0,Flond
7138,0,Surcuolm
5000,0,Aarau
5004,0,Aarau
5032,0,Aarau Rohr
5023,0,Biberstein
5033,0,Buchs AG
5025,0,Asp
5026,0,Densbüren
5017,0,Barmelweid
5018,0,Erlinsbach
5722,0,Gränichen
5723,0,Teufenthal AG
5042,0,Hirschthal
5022,0,Rombach
5024,0,Küttigen
5037,0,Muhen
5036,0,Oberentfelden
5000,0,Aarau
5034,0,Suhr
5035,0,Unterentfelden
5400,0,Baden
5404,0,Baden
5405,2,Dättwil AG
5406,2,Rütihof
5454,0,Bellikon
8967,0,Widen
8962,0,Bergdietikon
8967,0,Widen
5406,2,Rütihof
5413,0,Birmenstorf AG
5408,0,Ennetbaden
5405,2,Dättwil AG
5442,0,Fislisbach
5423,0,Freienwil
5412,0,Gebenstorf
5412,1,Vogelsang AG
8956,0,Killwangen
5444,0,Künten
5506,0,Mägenwil
5507,0,Mellingen
5432,0,Neuenhof
5443,0,Niederrohrdorf
5452,0,Oberrohrdorf
5415,0,Nussbaumen AG
5415,1,Hertenstein AG
5415,2,Rieden AG
5416,0,Kirchdorf AG
5453,0,Remetschwil
8953,0,Dietikon
8957,0,Spreitenbach
5608,0,Stetten AG
5300,0,Turgi
5300,0,Turgi
5301,0,Siggenthal Station
5416,0,Kirchdorf AG
5417,0,Untersiggenthal
5430,0,Wettingen
5506,0,Mägenwil
5512,0,Wohlenschwil
5303,0,Würenlingen
5430,0,Wettingen
5436,0,Würenlos
8109,0,Kloster Fahr
5420,0,Ehrendingen
8905,3,Arni AG
5621,0,Zufikon
8964,0,Rudolfstetten
8965,0,Berikon
5620,0,Bremgarten AG
5626,0,Hermetschwil-Staff
5619,0,Büttikon AG
5605,0,Dottikon
5445,0,Eggenwil
5525,0,Fischbach-Göslikon
5522,0,Tägerig
5607,0,Hägglingen
8916,0,Jonen
5524,0,Niederwil AG
5524,2,Nesselnbach
8917,0,Oberlunkhofen
8966,0,Oberwil-Lieli
8964,0,Rudolfstetten
5614,0,Sarmenstorf
5618,0,Bettwil
5522,0,Tägerig
5619,2,Uezwil
8918,0,Unterlunkhofen
5605,0,Dottikon
5610,0,Wohlen AG
5611,0,Anglikon
5612,0,Villmergen
5613,0,Hilfikon
8967,0,Widen
5610,0,Wohlen AG
5611,0,Anglikon
5621,0,Zufikon
8905,2,Islisberg
5105,0,Auenstein
5242,1,Birr
5244,0,Birrhard
5076,0,Bözen
5200,0,Brugg AG
5210,0,Windisch
5222,0,Umiken
5078,0,Effingen
5079,0,Zeihen
5077,0,Elfingen
5245,0,Habsburg
5210,0,Windisch
5212,0,Hausen AG
5242,2,Lupfig
5318,0,Mandach
5237,0,Mönthal
5243,0,Mülligen
5236,0,Remigen
5223,0,Riniken
5200,0,Brugg AG
5235,0,Rüfenach AG
5246,0,Scherz
5116,0,Schinznach Bad
5112,0,Thalheim AG
5106,0,Veltheim AG
5233,0,Stilli
5234,0,Villigen
5213,0,Villnachern
5222,0,Umiken
5210,0,Windisch
5225,1,Bözberg
5236,0,Remigen
5237,0,Mönthal
